confCase,confCaseRate,createDt,criticalRate,death,deathRate,gubun,seq
1310,5.48,2020-10-01,0,0,0,10-19,3719
4769,19.96,2020-10-01,0,0,0,20-29,3718
2917,12.21,2020-10-01,0.07,2,0.48,30-39,3717
3192,13.36,2020-10-01,0.13,4,0.96,40-49,3716
4434,18.56,2020-10-01,0.43,19,4.58,50-59,3715
3795,15.89,2020-10-01,1.16,44,10.6,60-69,3714
1913,8.01,2020-10-01,7.21,138,33.25,70-79,3713
975,4.08,2020-10-01,21.33,208,50.12,80 over,3712
12882,53.92,2020-10-01,1.52,196,47.23,female,3711
11007,46.08,2020-10-01,1.99,219,52.77,male,3710
578,2.43,2020-09-30,0,0,0,0-9,3698
1306,5.48,2020-09-30,0,0,0,10-19,3697
4762,20,2020-09-30,0,0,0,20-29,3696
2908,12.21,2020-09-30,0.07,2,0.48,30-39,3695
3178,13.35,2020-09-30,0.13,4,0.97,40-49,3694
4421,18.57,2020-09-30,0.43,19,4.6,50-59,3693
3782,15.88,2020-09-30,1.16,44,10.65,60-69,3692
1906,8,2020-09-30,7.14,136,32.93,70-79,3691
971,4.08,2020-09-30,21.42,208,50.36,80 over,3690
12848,53.96,2020-09-30,1.53,196,47.46,female,3689
10964,46.04,2020-09-30,1.98,217,52.54,male,3688
573,2.42,2020-09-29,0,0,0,0-9,3676
1301,5.49,2020-09-29,0,0,0,10-19,3675
4754,20.06,2020-09-29,0,0,0,20-29,3674
2888,12.19,2020-09-29,0.07,2,0.49,30-39,3673
3158,13.33,2020-09-29,0.13,4,0.98,40-49,3672
4395,18.55,2020-09-29,0.43,19,4.67,50-59,3671
3764,15.88,2020-09-29,1.17,44,10.81,60-69,3670
1897,8,2020-09-29,7.01,133,32.68,70-79,3669
969,4.09,2020-09-29,21.16,205,50.37,80 over,3668
12812,54.06,2020-09-29,1.49,191,46.93,female,3667
10887,45.94,2020-09-29,1.98,216,53.07,male,3666
572,2.42,2020-09-28,0,0,0,0-9,3654
1299,5.49,2020-09-28,0,0,0,10-19,3653
4746,20.06,2020-09-28,0,0,0,20-29,3652
2881,12.18,2020-09-28,0.07,2,0.49,30-39,3651
3151,13.32,2020-09-28,0.13,4,0.99,40-49,3650
4390,18.55,2020-09-28,0.43,19,4.68,50-59,3649
3760,15.89,2020-09-28,1.17,44,10.84,60-69,3648
1897,8.02,2020-09-28,6.96,132,32.51,70-79,3647
965,4.08,2020-09-28,21.24,205,50.49,80 over,3646
12801,54.1,2020-09-28,1.48,190,46.8,female,3645
10860,45.9,2020-09-28,1.99,216,53.2,male,3644
568,2.41,2020-09-27,0,0,0,0-9,3632
1295,5.48,2020-09-27,0,0,0,10-19,3631
4741,20.08,2020-09-27,0,0,0,20-29,3630
2878,12.19,2020-09-27,0.07,2,0.5,30-39,3629
3146,13.32,2020-09-27,0.13,4,1,40-49,3628
4380,18.55,2020-09-27,0.41,18,4.49,50-59,3627
3748,15.87,2020-09-27,1.17,44,10.97,60-69,3626
1894,8.02,2020-09-27,6.86,130,32.42,70-79,3625
961,4.07,2020-09-27,21.12,203,50.62,80 over,3624
12777,54.11,2020-09-27,1.47,188,46.88,female,3623
10834,45.89,2020-09-27,1.97,213,53.12,male,3622
567,2.41,2020-09-26,0,0,0,0-9,3610
1291,5.49,2020-09-26,0,0,0,10-19,3609
4727,20.1,2020-09-26,0,0,0,20-29,3608
2862,12.17,2020-09-26,0.07,2,0.5,30-39,3607
3134,13.33,2020-09-26,0.13,4,1,40-49,3606
4361,18.54,2020-09-26,0.41,18,4.51,50-59,3605
3728,15.85,2020-09-26,1.15,43,10.78,60-69,3604
1887,8.02,2020-09-26,6.89,130,32.58,70-79,3603
959,4.08,2020-09-26,21.06,202,50.63,80 over,3602
12724,54.11,2020-09-26,1.48,188,47.12,female,3601
10792,45.89,2020-09-26,1.96,211,52.88,male,3600
566,2.41,2020-09-25,0,0,0,0-9,3588
1285,5.48,2020-09-25,0,0,0,10-19,3587
4720,20.12,2020-09-25,0,0,0,20-29,3586
2855,12.17,2020-09-25,0.07,2,0.51,30-39,3585
3129,13.34,2020-09-25,0.13,4,1.01,40-49,3584
4351,18.55,2020-09-25,0.41,18,4.56,50-59,3583
3712,15.83,2020-09-25,1.16,43,10.89,60-69,3582
1878,8.01,2020-09-25,6.82,128,32.41,70-79,3581
959,4.09,2020-09-25,20.86,200,50.63,80 over,3580
12688,54.1,2020-09-25,1.47,187,47.34,female,3579
10767,45.9,2020-09-25,1.93,208,52.66,male,3578
561,2.4,2020-09-24,0,0,0,0-9,3566
1282,5.49,2020-09-24,0,0,0,10-19,3565
4708,20.17,2020-09-24,0,0,0,20-29,3564
2841,12.17,2020-09-24,0.07,2,0.51,30-39,3563
3114,13.34,2020-09-24,0.13,4,1.02,40-49,3562
4332,18.56,2020-09-24,0.42,18,4.58,50-59,3561
3690,15.81,2020-09-24,1.17,43,10.94,60-69,3560
1864,7.99,2020-09-24,6.76,126,32.06,70-79,3559
949,4.07,2020-09-24,21.07,200,50.89,80 over,3558
12628,54.1,2020-09-24,1.47,186,47.33,female,3557
10713,45.9,2020-09-24,1.93,207,52.67,male,3556
555,2.39,2020-09-23,0,0,0,0-9,3544
1278,5.5,2020-09-23,0,0,0,10-19,3543
4693,20.21,2020-09-23,0,0,0,20-29,3542
2832,12.2,2020-09-23,0.07,2,0.52,30-39,3541
3097,13.34,2020-09-23,0.13,4,1.03,40-49,3540
4303,18.53,2020-09-23,0.4,17,4.38,50-59,3539
3663,15.78,2020-09-23,1.17,43,11.08,60-69,3538
1855,7.99,2020-09-23,6.63,123,31.7,70-79,3537
940,4.05,2020-09-23,21.17,199,51.29,80 over,3536
12568,54.14,2020-09-23,1.47,185,47.68,female,3535
10648,45.86,2020-09-23,1.91,203,52.32,male,3534
551,2.38,2020-09-22,0,0,0,0-9,3522
1274,5.51,2020-09-22,0,0,0,10-19,3521
4684,20.27,2020-09-22,0,0,0,20-29,3520
2822,12.21,2020-09-22,0.07,2,0.52,30-39,3519
3083,13.34,2020-09-22,0.13,4,1.03,40-49,3518
4280,18.52,2020-09-22,0.4,17,4.38,50-59,3517
3644,15.77,2020-09-22,1.18,43,11.08,60-69,3516
1833,7.93,2020-09-22,6.71,123,31.7,70-79,3515
935,4.05,2020-09-22,21.28,199,51.29,80 over,3514
12517,54.17,2020-09-22,1.48,185,47.68,female,3513
10589,45.83,2020-09-22,1.92,203,52.32,male,3512
550,2.39,2020-09-21,0,0,0,0-9,3500
1272,5.52,2020-09-21,0,0,0,10-19,3499
4678,20.3,2020-09-21,0,0,0,20-29,3498
2812,12.2,2020-09-21,0.07,2,0.52,30-39,3497
3073,13.33,2020-09-21,0.13,4,1.04,40-49,3496
4264,18.5,2020-09-21,0.4,17,4.42,50-59,3495
3634,15.77,2020-09-21,1.16,42,10.91,60-69,3494
1828,7.93,2020-09-21,6.62,121,31.43,70-79,3493
934,4.05,2020-09-21,21.31,199,51.69,80 over,3492
12493,54.21,2020-09-21,1.46,183,47.53,female,3491
10552,45.79,2020-09-21,1.91,202,52.47,male,3490
548,2.39,2020-09-20,0,0,0,0-9,3478
1264,5.52,2020-09-20,0,0,0,10-19,3477
4653,20.32,2020-09-20,0,0,0,20-29,3476
2792,12.2,2020-09-20,0.07,2,0.53,30-39,3475
3053,13.34,2020-09-20,0.13,4,1.06,40-49,3474
4239,18.52,2020-09-20,0.4,17,4.5,50-59,3473
3608,15.76,2020-09-20,1.16,42,11.11,60-69,3472
1807,7.89,2020-09-20,6.53,118,31.22,70-79,3471
929,4.06,2020-09-20,20.99,195,51.59,80 over,3470
12425,54.27,2020-09-20,1.44,179,47.35,female,3469
10468,45.73,2020-09-20,1.9,199,52.65,male,3468
548,2.39,2020-09-19,0,0,0,0-9,3456
1264,5.52,2020-09-19,0,0,0,10-19,3455
4653,20.32,2020-09-19,0,0,0,20-29,3454
2792,12.2,2020-09-19,0.07,2,0.53,30-39,3453
3053,13.34,2020-09-19,0.13,4,1.06,40-49,3452
4239,18.52,2020-09-19,0.4,17,4.5,50-59,3451
3608,15.76,2020-09-19,1.16,42,11.11,60-69,3450
1807,7.89,2020-09-19,6.53,118,31.22,70-79,3449
929,4.06,2020-09-19,20.99,195,51.59,80 over,3448
12425,54.27,2020-09-19,1.44,179,47.35,female,3447
10468,45.73,2020-09-19,1.9,199,52.65,male,3446
547,2.4,2020-09-18,0,0,0,0-9,3434
1259,5.53,2020-09-18,0,0,0,10-19,3433
4647,20.4,2020-09-18,0,0,0,20-29,3432
2785,12.22,2020-09-18,0.07,2,0.53,30-39,3431
3044,13.36,2020-09-18,0.13,4,1.06,40-49,3430
4204,18.45,2020-09-18,0.4,17,4.51,50-59,3429
3582,15.72,2020-09-18,1.17,42,11.14,60-69,3428
1792,7.87,2020-09-18,6.58,118,31.3,70-79,3427
923,4.05,2020-09-18,21.02,194,51.46,80 over,3426
12360,54.25,2020-09-18,1.45,179,47.48,female,3425
10423,45.75,2020-09-18,1.9,198,52.52,male,3424
544,2.4,2020-09-17,0,0,0,0-9,3412
1255,5.54,2020-09-17,0,0,0,10-19,3411
4631,20.44,2020-09-17,0,0,0,20-29,3410
2768,12.22,2020-09-17,0.07,2,0.54,30-39,3409
3023,13.34,2020-09-17,0.13,4,1.08,40-49,3408
4180,18.45,2020-09-17,0.41,17,4.57,50-59,3407
3558,15.7,2020-09-17,1.18,42,11.29,60-69,3406
1780,7.86,2020-09-17,6.4,114,30.65,70-79,3405
918,4.05,2020-09-17,21.02,193,51.88,80 over,3404
12291,54.25,2020-09-17,1.44,177,47.58,female,3403
10366,45.75,2020-09-17,1.88,195,52.42,male,3402
539,2.4,2020-09-16,0,0,0,0-9,3390
1247,5.54,2020-09-16,0,0,0,10-19,3389
4606,20.47,2020-09-16,0,0,0,20-29,3388
2757,12.25,2020-09-16,0.07,2,0.54,30-39,3387
3003,13.34,2020-09-16,0.13,4,1.09,40-49,3386
4144,18.41,2020-09-16,0.41,17,4.63,50-59,3385
3531,15.69,2020-09-16,1.19,42,11.44,60-69,3384
1763,7.83,2020-09-16,6.47,114,31.06,70-79,3383
914,4.06,2020-09-16,20.57,188,51.23,80 over,3382
12212,54.27,2020-09-16,1.43,175,47.68,female,3381
10292,45.73,2020-09-16,1.87,192,52.32,male,3380
538,2.4,2020-09-15,0,0,0,0-9,3379
1244,5.56,2020-09-15,0,0,0,10-19,3378
4592,20.51,2020-09-15,0,0,0,20-29,3377
2748,12.27,2020-09-15,0.07,2,0.54,30-39,3376
2986,13.34,2020-09-15,0.13,4,1.09,40-49,3375
4122,18.41,2020-09-15,0.41,17,4.63,50-59,3374
3506,15.66,2020-09-15,1.2,42,11.44,60-69,3373
1745,7.79,2020-09-15,6.53,114,31.06,70-79,3372
910,4.06,2020-09-15,20.66,188,51.23,80 over,3371
12166,54.33,2020-09-15,1.44,175,47.68,female,3370
10225,45.67,2020-09-15,1.88,192,52.32,male,3369
532,2.39,2020-09-14,0,0,0,0-9,3346
1236,5.55,2020-09-14,0,0,0,10-19,3345
4584,20.57,2020-09-14,0,0,0,20-29,3344
2738,12.29,2020-09-14,0.07,2,0.55,30-39,3343
2968,13.32,2020-09-14,0.13,4,1.1,40-49,3342
4104,18.42,2020-09-14,0.41,17,4.68,50-59,3341
3481,15.62,2020-09-14,1.21,42,11.57,60-69,3340
1734,7.78,2020-09-14,6.52,113,31.13,70-79,3339
908,4.07,2020-09-14,20.37,185,50.96,80 over,3338
12108,54.33,2020-09-14,1.43,173,47.66,female,3337
10177,45.67,2020-09-14,1.87,190,52.34,male,3336
526,2.38,2020-09-13,0,0,0,0-9,3324
1230,5.58,2020-09-13,0,0,0,10-19,3323
4543,20.6,2020-09-13,0,0,0,20-29,3322
2713,12.3,2020-09-13,0.07,2,0.56,30-39,3321
2946,13.36,2020-09-13,0.14,4,1.13,40-49,3320
4061,18.41,2020-09-13,0.42,17,4.79,50-59,3319
3425,15.53,2020-09-13,1.23,42,11.83,60-69,3318
1710,7.75,2020-09-13,6.37,109,30.7,70-79,3317
901,4.09,2020-09-13,20.09,181,50.99,80 over,3316
11992,54.37,2020-09-13,1.41,169,47.61,female,3315
10063,45.63,2020-09-13,1.85,186,52.39,male,3314
526,2.38,2020-09-12,0,0,0,0-9,3302
1230,5.58,2020-09-12,0,0,0,10-19,3301
4543,20.6,2020-09-12,0,0,0,20-29,3300
2713,12.3,2020-09-12,0.07,2,0.56,30-39,3299
2946,13.36,2020-09-12,0.14,4,1.13,40-49,3298
4061,18.41,2020-09-12,0.42,17,4.79,50-59,3297
3425,15.53,2020-09-12,1.23,42,11.83,60-69,3296
1710,7.75,2020-09-12,6.37,109,30.7,70-79,3295
901,4.09,2020-09-12,20.09,181,50.99,80 over,3294
11992,54.37,2020-09-12,1.41,169,47.61,female,3293
10063,45.63,2020-09-12,1.85,186,52.39,male,3292
522,2.38,2020-09-11,0,0,0,0-9,3280
1225,5.59,2020-09-11,0,0,0,10-19,3279
4527,20.65,2020-09-11,0,0,0,20-29,3278
2701,12.32,2020-09-11,0.07,2,0.57,30-39,3277
2928,13.36,2020-09-11,0.14,4,1.14,40-49,3276
4027,18.37,2020-09-11,0.4,16,4.57,50-59,3275
3396,15.49,2020-09-11,1.24,42,12,60-69,3274
1696,7.74,2020-09-11,6.37,108,30.86,70-79,3273
897,4.09,2020-09-11,19.84,178,50.86,80 over,3272
11937,54.46,2020-09-11,1.38,165,47.14,female,3271
9982,45.54,2020-09-11,1.85,185,52.86,male,3270
519,2.39,2020-09-10,0,0,0,0-9,3258
1222,5.62,2020-09-10,0,0,0,10-19,3257
4505,20.72,2020-09-10,0,0,0,20-29,3256
2682,12.34,2020-09-10,0.07,2,0.58,30-39,3255
2906,13.37,2020-09-10,0.14,4,1.16,40-49,3254
3993,18.36,2020-09-10,0.4,16,4.62,50-59,3253
3356,15.43,2020-09-10,1.25,42,12.14,60-69,3252
1680,7.73,2020-09-10,6.31,106,30.64,70-79,3251
880,4.05,2020-09-10,20,176,50.87,80 over,3250
11838,54.45,2020-09-10,1.38,163,47.11,female,3249
9905,45.55,2020-09-10,1.85,183,52.89,male,3248
507,2.35,2020-09-09,0,0,0,0-9,3236
1218,5.64,2020-09-09,0,0,0,10-19,3235
4492,20.81,2020-09-09,0,0,0,20-29,3234
2669,12.36,2020-09-09,0.07,2,0.58,30-39,3233
2889,13.38,2020-09-09,0.14,4,1.16,40-49,3232
3964,18.36,2020-09-09,0.4,16,4.65,50-59,3231
3312,15.34,2020-09-09,1.27,42,12.21,60-69,3230
1668,7.73,2020-09-09,6.29,105,30.52,70-79,3229
869,4.03,2020-09-09,20.14,175,50.87,80 over,3228
11759,54.47,2020-09-09,1.38,162,47.09,female,3227
9829,45.53,2020-09-09,1.85,182,52.91,male,3226
501,2.34,2020-09-08,0,0,0,0-9,3214
1210,5.65,2020-09-08,0,0,0,10-19,3213
4485,20.93,2020-09-08,0,0,0,20-29,3212
2653,12.38,2020-09-08,0.08,2,0.59,30-39,3211
2874,13.41,2020-09-08,0.14,4,1.17,40-49,3210
3936,18.37,2020-09-08,0.41,16,4.69,50-59,3209
3264,15.23,2020-09-08,1.29,42,12.32,60-69,3208
1646,7.68,2020-09-08,6.32,104,30.5,70-79,3207
863,4.03,2020-09-08,20.05,173,50.73,80 over,3206
11679,54.49,2020-09-08,1.37,160,46.92,female,3205
9753,45.51,2020-09-08,1.86,181,53.08,male,3204
496,2.33,2020-09-07,0,0,0,0-9,3192
1202,5.64,2020-09-07,0,0,0,10-19,3191
4473,21,2020-09-07,0,0,0,20-29,3190
2636,12.38,2020-09-07,0.08,2,0.6,30-39,3189
2857,13.42,2020-09-07,0.14,4,1.19,40-49,3188
3902,18.32,2020-09-07,0.41,16,4.76,50-59,3187
3238,15.2,2020-09-07,1.3,42,12.5,60-69,3186
1632,7.66,2020-09-07,6.25,102,30.36,70-79,3185
860,4.04,2020-09-07,19.77,170,50.6,80 over,3184
11616,54.55,2020-09-07,1.36,158,47.02,female,3183
9680,45.45,2020-09-07,1.84,178,52.98,male,3182
493,2.33,2020-09-06,0,0,0,0-9,3170
1197,5.65,2020-09-06,0,0,0,10-19,3169
4460,21.06,2020-09-06,0,0,0,20-29,3168
2619,12.37,2020-09-06,0.08,2,0.6,30-39,3167
2841,13.42,2020-09-06,0.14,4,1.2,40-49,3166
3880,18.32,2020-09-06,0.41,16,4.79,50-59,3165
3217,15.19,2020-09-06,1.31,42,12.57,60-69,3164
1612,7.61,2020-09-06,6.27,101,30.24,70-79,3163
858,4.05,2020-09-06,19.7,169,50.6,80 over,3162
11563,54.6,2020-09-06,1.37,158,47.31,female,3161
9614,45.4,2020-09-06,1.83,176,52.69,male,3160
485,2.31,2020-09-05,0,0,0,0-9,3159
1194,5.68,2020-09-05,0,0,0,10-19,3158
4441,21.14,2020-09-05,0,0,0,20-29,3157
2604,12.39,2020-09-05,0.08,2,0.6,30-39,3156
2816,13.4,2020-09-05,0.14,4,1.2,40-49,3155
3845,18.3,2020-09-05,0.42,16,4.8,50-59,3154
3178,15.13,2020-09-05,1.32,42,12.61,60-69,3153
1596,7.6,2020-09-05,6.27,100,30.03,70-79,3152
851,4.05,2020-09-05,19.86,169,50.75,80 over,3151
11475,54.62,2020-09-05,1.37,157,47.15,female,3150
9535,45.38,2020-09-05,1.85,176,52.85,male,3149
482,2.31,2020-09-04,0,0,0,0-9,3126
1188,5.7,2020-09-04,0,0,0,10-19,3125
4427,21.24,2020-09-04,0,0,0,20-29,3124
2585,12.4,2020-09-04,0.08,2,0.6,30-39,3123
2797,13.42,2020-09-04,0.14,4,1.21,40-49,3122
3807,18.27,2020-09-04,0.42,16,4.83,50-59,3121
3136,15.05,2020-09-04,1.34,42,12.69,60-69,3120
1578,7.57,2020-09-04,6.34,100,30.21,70-79,3119
842,4.04,2020-09-04,19.83,167,50.45,80 over,3118
11389,54.64,2020-09-04,1.37,156,47.13,female,3117
9453,45.36,2020-09-04,1.85,175,52.87,male,3116
473,2.29,2020-09-03,0,0,0,0-9,3104
1181,5.72,2020-09-03,0,0,0,10-19,3103
4410,21.36,2020-09-03,0,0,0,20-29,3102
2561,12.41,2020-09-03,0.08,2,0.61,30-39,3101
2770,13.42,2020-09-03,0.14,4,1.22,40-49,3100
3768,18.25,2020-09-03,0.42,16,4.86,50-59,3099
3098,15.01,2020-09-03,1.36,42,12.77,60-69,3098
1556,7.54,2020-09-03,6.36,99,30.09,70-79,3097
827,4.01,2020-09-03,20.07,166,50.46,80 over,3096
11285,54.66,2020-09-03,1.37,155,47.11,female,3095
9359,45.34,2020-09-03,1.86,174,52.89,male,3094
466,2.28,2020-09-02,0,0,0,0-9,3082
1174,5.74,2020-09-02,0,0,0,10-19,3081
4388,21.46,2020-09-02,0,0,0,20-29,3080
2540,12.42,2020-09-02,0.08,2,0.61,30-39,3079
2741,13.4,2020-09-02,0.15,4,1.23,40-49,3078
3732,18.25,2020-09-02,0.43,16,4.91,50-59,3077
3064,14.98,2020-09-02,1.37,42,12.88,60-69,3076
1534,7.5,2020-09-02,6.39,98,30.06,70-79,3075
810,3.96,2020-09-02,20.25,164,50.31,80 over,3074
11177,54.66,2020-09-02,1.37,153,46.93,female,3073
9272,45.34,2020-09-02,1.87,173,53.07,male,3072
456,2.26,2020-09-01,0,0,0,0-9,3060
1162,5.76,2020-09-01,0,0,0,10-19,3059
4345,21.53,2020-09-01,0,0,0,20-29,3058
2515,12.46,2020-09-01,0.08,2,0.62,30-39,3057
2717,13.46,2020-09-01,0.15,4,1.23,40-49,3056
3684,18.25,2020-09-01,0.43,16,4.94,50-59,3055
3013,14.93,2020-09-01,1.39,42,12.96,60-69,3054
1494,7.4,2020-09-01,6.49,97,29.94,70-79,3053
796,3.94,2020-09-01,20.48,163,50.31,80 over,3052
11043,54.72,2020-09-01,1.38,152,46.91,female,3051
9139,45.28,2020-09-01,1.88,172,53.09,male,3050
442,2.22,2020-08-31,0,0,0,0-9,3049
1145,5.74,2020-08-31,0,0,0,10-19,3048
4320,21.66,2020-08-31,0,0,0,20-29,3047
2491,12.49,2020-08-31,0.08,2,0.62,30-39,3046
2692,13.5,2020-08-31,0.15,4,1.23,40-49,3045
3639,18.24,2020-08-31,0.44,16,4.94,50-59,3044
2968,14.88,2020-08-31,1.42,42,12.96,60-69,3043
1464,7.34,2020-08-31,6.63,97,29.94,70-79,3042
786,3.94,2020-08-31,20.74,163,50.31,80 over,3041
10922,54.76,2020-08-31,1.39,152,46.91,female,3040
9025,45.24,2020-08-31,1.91,172,53.09,male,3039
432,2.19,2020-08-30,0,0,0,0-9,3016
1134,5.76,2020-08-30,0,0,0,10-19,3015
4277,21.71,2020-08-30,0,0,0,20-29,3014
2476,12.57,2020-08-30,0.08,2,0.62,30-39,3013
2664,13.52,2020-08-30,0.15,4,1.24,40-49,3012
3590,18.22,2020-08-30,0.45,16,4.95,50-59,3011
2913,14.79,2020-08-30,1.44,42,13,60-69,3010
1438,7.3,2020-08-30,6.68,96,29.72,70-79,3009
775,3.93,2020-08-30,21.03,163,50.46,80 over,3008
10788,54.76,2020-08-30,1.4,151,46.75,female,3007
8911,45.24,2020-08-30,1.93,172,53.25,male,3006
422,2.18,2020-08-29,0,0,0,0-9,2972
1122,5.78,2020-08-29,0,0,0,10-19,2971
4233,21.82,2020-08-29,0,0,0,20-29,2970
2437,12.56,2020-08-29,0.08,2,0.62,30-39,2969
2627,13.54,2020-08-29,0.15,4,1.25,40-49,2968
3535,18.22,2020-08-29,0.45,16,4.98,50-59,2967
2840,14.64,2020-08-29,1.48,42,13.08,60-69,2966
1417,7.3,2020-08-29,6.7,95,29.6,70-79,2965
767,3.95,2020-08-29,21.12,162,50.47,80 over,2964
10643,54.86,2020-08-29,1.42,151,47.04,female,2963
8757,45.14,2020-08-29,1.94,170,52.96,male,2962
406,2.13,2020-08-28,0,0,0,0-9,2961
1104,5.79,2020-08-28,0,0,0,10-19,2960
4202,22.03,2020-08-28,0,0,0,20-29,2959
2401,12.59,2020-08-28,0.08,2,0.63,30-39,2958
2580,13.52,2020-08-28,0.16,4,1.27,40-49,2957
3481,18.25,2020-08-28,0.46,16,5.06,50-59,2956
2773,14.54,2020-08-28,1.48,41,12.97,60-69,2955
1381,7.24,2020-08-28,6.81,94,29.75,70-79,2954
749,3.93,2020-08-28,21.23,159,50.32,80 over,2953
10461,54.84,2020-08-28,1.42,149,47.15,female,2952
8616,45.16,2020-08-28,1.94,167,52.85,male,2951
390,2.08,2020-08-27,0,0,0,0-9,2928
1087,5.81,2020-08-27,0,0,0,10-19,2927
4170,22.29,2020-08-27,0,0,0,20-29,2926
2353,12.58,2020-08-27,0.08,2,0.64,30-39,2925
2527,13.51,2020-08-27,0.16,4,1.28,40-49,2924
3408,18.22,2020-08-27,0.47,16,5.11,50-59,2923
2709,14.48,2020-08-27,1.51,41,13.1,60-69,2922
1333,7.13,2020-08-27,7.05,94,30.03,70-79,2921
729,3.9,2020-08-27,21.4,156,49.84,80 over,2920
10265,54.88,2020-08-27,1.44,148,47.28,female,2919
8441,45.12,2020-08-27,1.95,165,52.72,male,2918
381,2.09,2020-08-26,0,0,0,0-9,2906
1060,5.8,2020-08-26,0,0,0,10-19,2905
4118,22.55,2020-08-26,0,0,0,20-29,2904
2303,12.61,2020-08-26,0.09,2,0.64,30-39,2903
2457,13.45,2020-08-26,0.16,4,1.28,40-49,2902
3300,18.07,2020-08-26,0.48,16,5.13,50-59,2901
2644,14.48,2020-08-26,1.55,41,13.14,60-69,2900
1292,7.07,2020-08-26,7.2,93,29.81,70-79,2899
710,3.89,2020-08-26,21.97,156,50,80 over,2898
10031,54.92,2020-08-26,1.47,147,47.12,female,2897
8234,45.08,2020-08-26,2,165,52.88,male,2896
368,2.05,2020-08-25,0,0,0,0-9,2884
1047,5.83,2020-08-25,0,0,0,10-19,2883
4081,22.74,2020-08-25,0,0,0,20-29,2882
2256,12.57,2020-08-25,0.09,2,0.65,30-39,2881
2415,13.46,2020-08-25,0.17,4,1.29,40-49,2880
3240,18.06,2020-08-25,0.49,16,5.16,50-59,2879
2587,14.42,2020-08-25,1.58,41,13.23,60-69,2878
1258,7.01,2020-08-25,7.39,93,30,70-79,2877
693,3.86,2020-08-25,22.22,154,49.68,80 over,2876
9856,54.92,2020-08-25,1.48,146,47.1,female,2875
8089,45.08,2020-08-25,2.03,164,52.9,male,2874
353,2,2020-08-24,0,0,0,0-9,2862
1028,5.82,2020-08-24,0,0,0,10-19,2861
4040,22.87,2020-08-24,0,0,0,20-29,2860
2226,12.6,2020-08-24,0.09,2,0.65,30-39,2859
2382,13.48,2020-08-24,0.17,4,1.29,40-49,2858
3187,18.04,2020-08-24,0.5,16,5.18,50-59,2857
2537,14.36,2020-08-24,1.62,41,13.27,60-69,2856
1228,6.95,2020-08-24,7.57,93,30.1,70-79,2855
684,3.87,2020-08-24,22.37,153,49.51,80 over,2854
9713,54.98,2020-08-24,1.5,146,47.25,female,2853
7952,45.02,2020-08-24,2.05,163,52.75,male,2852
344,1.98,2020-08-23,0,0,0,0-9,2840
1015,5.83,2020-08-23,0,0,0,10-19,2839
4010,23.05,2020-08-23,0,0,0,20-29,2838
2191,12.59,2020-08-23,0.09,2,0.65,30-39,2837
2343,13.47,2020-08-23,0.17,4,1.29,40-49,2836
3139,18.04,2020-08-23,0.51,16,5.18,50-59,2835
2485,14.28,2020-08-23,1.65,41,13.27,60-69,2834
1204,6.92,2020-08-23,7.72,93,30.1,70-79,2833
668,3.84,2020-08-23,22.9,153,49.51,80 over,2832
9565,54.97,2020-08-23,1.53,146,47.25,female,2831
7834,45.03,2020-08-23,2.08,163,52.75,male,2830
328,1.93,2020-08-22,0,0,0,0-9,2818
980,5.76,2020-08-22,0,0,0,10-19,2817
3976,23.39,2020-08-22,0,0,0,20-29,2816
2151,12.65,2020-08-22,0.09,2,0.65,30-39,2815
2281,13.42,2020-08-22,0.18,4,1.29,40-49,2814
3057,17.98,2020-08-22,0.52,16,5.18,50-59,2813
2398,14.1,2020-08-22,1.71,41,13.27,60-69,2812
1177,6.92,2020-08-22,7.9,93,30.1,70-79,2811
654,3.85,2020-08-22,23.39,153,49.51,80 over,2810
9325,54.85,2020-08-22,1.57,146,47.25,female,2809
7677,45.15,2020-08-22,2.12,163,52.75,male,2808
317,1.9,2020-08-21,0,0,0,0-9,2796
961,5.76,2020-08-21,0,0,0,10-19,2795
3921,23.52,2020-08-21,0,0,0,20-29,2794
2111,12.66,2020-08-21,0.09,2,0.65,30-39,2793
2233,13.4,2020-08-21,0.18,4,1.29,40-49,2792
2991,17.94,2020-08-21,0.53,16,5.18,50-59,2791
2342,14.05,2020-08-21,1.75,41,13.27,60-69,2790
1143,6.86,2020-08-21,8.14,93,30.1,70-79,2789
651,3.91,2020-08-21,23.5,153,49.51,80 over,2788
9138,54.82,2020-08-21,1.6,146,47.25,female,2787
7532,45.18,2020-08-21,2.16,163,52.75,male,2786
311,1.9,2020-08-20,0,0,0,0-9,2774
942,5.76,2020-08-20,0,0,0,10-19,2773
3879,23.73,2020-08-20,0,0,0,20-29,2772
2071,12.67,2020-08-20,0.1,2,0.65,30-39,2771
2191,13.4,2020-08-20,0.18,4,1.3,40-49,2770
2930,17.92,2020-08-20,0.55,16,5.21,50-59,2769
2268,13.87,2020-08-20,1.81,41,13.36,60-69,2768
1109,6.78,2020-08-20,8.21,91,29.64,70-79,2767
645,3.95,2020-08-20,23.72,153,49.84,80 over,2766
8962,54.83,2020-08-20,1.61,144,46.91,female,2765
7384,45.17,2020-08-20,2.21,163,53.09,male,2764
299,1.86,2020-08-19,0,0,0,0-9,2752
907,5.65,2020-08-19,0,0,0,10-19,2751
3849,23.97,2020-08-19,0,0,0,20-29,2750
2036,12.68,2020-08-19,0.1,2,0.65,30-39,2749
